id	category	name
134	dark	Dark_Melody_7.mid-8
135	dark	Dark_Melody_8.mid-1
136	dark	Dark_Melody_8.mid-2
137	dark	Dark_Melody_8.mid-3
138	dark	Dark_Melody_8.mid-4
139	dark	Dark_Melody_9.mid-1
140	dark	Dark_Melody_9.mid-2
141	dark	Dark_Melody_9.mid-3
142	dark	Dark_Melody_9.mid-4
143	dark	Dark_Melody_10.mid-1
144	dark	Dark_Melody_10.mid-2
145	dark	Dark_Melody_10.mid-3
146	dark	Dark_Melody_10.mid-4
147	dark	Dark_Melody_11.mid-1
148	dark	Dark_Melody_11.mid-2
149	dark	Dark_Melody_11.mid-3
150	dark	Dark_Melody_11.mid-4
151	dark	Dark_Melody_12.mid-1
152	dark	Dark_Melody_12.mid-2
153	dark	Dark_Melody_12.mid-3
154	dark	Dark_Melody_12.mid-4
155	dark	Dark_Melody_13.mid-1
156	dark	Dark_Melody_13.mid-2
157	dark	Dark_Melody_13.mid-3
158	dark	Dark_Melody_13.mid-4
159	dark	Dark_Melody_13.mid-5
160	dark	Dark_Melody_13.mid-6
161	dark	Dark_Melody_14.mid-1
162	dark	Dark_Melody_14.mid-2
163	dark	Dark_Melody_14.mid-3
164	dark	Dark_Melody_14.mid-4
165	dark	Dark_Melody_15.mid-1
166	dark	Dark_Melody_15.mid-2
167	dark	Dark_Melody_15.mid-3
168	dark	Dark_Melody_15.mid-4
169	dark	Dark_Melody_15.mid-5
170	dark	Dark_Melody_15.mid-6
171	dark	Dark_Melody_15.mid-7
172	dark	Dark_Melody_15.mid-8
173	dark	Dark_Melody_16.mid-1
174	dark	Dark_Melody_16.mid-2
175	dark	Dark_Melody_16.mid-3
176	dark	Dark_Melody_16.mid-4
177	dark	Dark_Melody_16.mid-5
178	dark	Dark_Melody_16.mid-6
179	dark	Dark_Melody_16.mid-7
180	dark	Dark_Melody_16.mid-8
181	dark	Dark_Melody_17.mid-1
182	dark	Dark_Melody_17.mid-2
183	dark	Dark_Melody_17.mid-3
184	dark	Dark_Melody_17.mid-4
185	dark	Dark_Melody_17.mid-5
186	dark	Dark_Melody_17.mid-6
187	dark	Dark_Melody_17.mid-7
188	dark	Dark_Melody_17.mid-8
189	dark	Dark_Melody_18.mid-1
190	dark	Dark_Melody_18.mid-2
191	dark	Dark_Melody_18.mid-3
192	dark	Dark_Melody_18.mid-4
193	dark	Dark_Melody_18.mid-5
194	dark	Dark_Melody_18.mid-6
195	dark	Dark_Melody_18.mid-7
196	dark	Dark_Melody_18.mid-8
197	dark	Dark_Melody_19.mid-1
198	dark	Dark_Melody_19.mid-2
199	dark	Dark_Melody_19.mid-3
200	dark	Dark_Melody_19.mid-4
201	dark	Dark_Melody_19.mid-5
202	dark	Dark_Melody_19.mid-6
203	dark	Dark_Melody_19.mid-7
204	dark	Dark_Melody_19.mid-8
205	dark	Dark_Melody_20.mid-1
206	dark	Dark_Melody_20.mid-2
207	dark	Dark_Melody_20.mid-3
208	dark	Dark_Melody_20.mid-4
209	dark	Dark_Melody_20.mid-5
210	dark	Dark_Melody_20.mid-6
211	dark	Dark_Melody_20.mid-7
212	dark	Dark_Melody_20.mid-8
213	dark_mean	0
214	edm	EDM_Melody_1.mid-1
215	edm	EDM_Melody_1.mid-2
216	edm	EDM_Melody_1.mid-3
217	edm	EDM_Melody_1.mid-4
218	edm	EDM_Melody_1.mid-5
219	edm	EDM_Melody_1.mid-6
220	edm	EDM_Melody_1.mid-7
221	edm	EDM_Melody_1.mid-8
222	edm	EDM_Melody_2.mid-1
223	edm	EDM_Melody_2.mid-2
224	edm	EDM_Melody_2.mid-3
225	edm	EDM_Melody_2.mid-4
226	edm	EDM_Melody_2.mid-5
227	edm	EDM_Melody_2.mid-6
228	edm	EDM_Melody_2.mid-7
229	edm	EDM_Melody_2.mid-8
230	edm	EDM_Melody_3.mid-1
231	edm	EDM_Melody_3.mid-2
232	edm	EDM_Melody_3.mid-3
233	edm	EDM_Melody_3.mid-4
234	edm	EDM_Melody_4.mid-1
235	edm	EDM_Melody_4.mid-2
236	edm	EDM_Melody_4.mid-3
237	edm	EDM_Melody_4.mid-4
238	edm	EDM_Melody_5.mid-1
239	edm	EDM_Melody_5.mid-2
240	edm	EDM_Melody_5.mid-3
241	edm	EDM_Melody_5.mid-4
242	edm	EDM_Melody_5.mid-5
243	edm	EDM_Melody_5.mid-6
244	edm	EDM_Melody_5.mid-7
245	edm	EDM_Melody_5.mid-8
246	edm	EDM_Melody_6.mid-1
247	edm	EDM_Melody_6.mid-2
248	edm	EDM_Melody_6.mid-3
249	edm	EDM_Melody_6.mid-4
250	edm	EDM_Melody_6.mid-5
251	edm	EDM_Melody_6.mid-6
252	edm	EDM_Melody_6.mid-7
253	edm	EDM_Melody_6.mid-8
254	edm	EDM_Melody_7.mid-1
255	edm	EDM_Melody_7.mid-2
256	edm	EDM_Melody_7.mid-3
257	edm	EDM_Melody_7.mid-4
258	edm	EDM_Melody_7.mid-5
259	edm	EDM_Melody_8.mid-1
260	edm	EDM_Melody_8.mid-2
261	edm	EDM_Melody_8.mid-3
262	edm	EDM_Melody_8.mid-4
263	edm	EDM_Melody_8.mid-5
264	edm	EDM_Melody_8.mid-6
265	edm	EDM_Melody_8.mid-7
266	edm	EDM_Melody_8.mid-8
267	edm	EDM_Melody_9.mid-1
268	edm	EDM_Melody_9.mid-2
269	edm	EDM_Melody_9.mid-3
270	edm	EDM_Melody_9.mid-4
271	edm	EDM_Melody_9.mid-5
272	edm	EDM_Melody_9.mid-6
273	edm	EDM_Melody_9.mid-7
274	edm	EDM_Melody_9.mid-8
275	edm	EDM_Melody_10.mid-1
276	edm	EDM_Melody_10.mid-2
277	edm	EDM_Melody_10.mid-3
278	edm	EDM_Melody_10.mid-4
279	edm	EDM_Melody_10.mid-5
280	edm	EDM_Melody_10.mid-6
281	edm	EDM_Melody_10.mid-7
282	edm	EDM_Melody_10.mid-8
283	edm	EDM_Melody_10.mid-9
284	edm	EDM_Melody_11.mid-1
285	edm	EDM_Melody_11.mid-2
286	edm	EDM_Melody_11.mid-3
287	edm	EDM_Melody_11.mid-4
288	edm	EDM_Melody_11.mid-5
289	edm	EDM_Melody_11.mid-6
290	edm	EDM_Melody_11.mid-7
291	edm	EDM_Melody_11.mid-8
292	edm_mean	0
293	emotional	Emotional_Melody_1.mid-1
294	emotional	Emotional_Melody_1.mid-2
295	emotional	Emotional_Melody_1.mid-3
296	emotional	Emotional_Melody_1.mid-4
297	emotional	Emotional_Melody_2.mid-1
298	emotional	Emotional_Melody_2.mid-2
299	emotional	Emotional_Melody_2.mid-3
300	emotional	Emotional_Melody_2.mid-4
301	emotional	Emotional_Melody_2.mid-5
302	emotional	Emotional_Melody_2.mid-6
303	emotional	Emotional_Melody_2.mid-7
304	emotional	Emotional_Melody_2.mid-8
305	emotional	Emotional_Melody_3.mid-1
306	emotional	Emotional_Melody_3.mid-2
307	emotional	Emotional_Melody_3.mid-3
308	emotional	Emotional_Melody_3.mid-4
309	emotional	Emotional_Melody_3.mid-5
310	emotional	Emotional_Melody_3.mid-6
311	emotional	Emotional_Melody_3.mid-7
312	emotional	Emotional_Melody_3.mid-8
313	emotional	Emotional_Melody_4.mid-1
314	emotional	Emotional_Melody_4.mid-2
315	emotional	Emotional_Melody_4.mid-3
316	emotional	Emotional_Melody_4.mid-4
317	emotional	Emotional_Melody_4.mid-5
318	emotional	Emotional_Melody_4.mid-6
319	emotional	Emotional_Melody_4.mid-7
320	emotional	Emotional_Melody_4.mid-8
321	emotional	Emotional_Melody_5.mid-1
322	emotional	Emotional_Melody_5.mid-2
323	emotional	Emotional_Melody_5.mid-3
324	emotional	Emotional_Melody_5.mid-4
325	emotional	Emotional_Melody_5.mid-5
326	emotional	Emotional_Melody_5.mid-6
327	emotional	Emotional_Melody_5.mid-7
328	emotional	Emotional_Melody_5.mid-8
329	emotional	Emotional_Melody_6.mid-1
330	emotional	Emotional_Melody_6.mid-2
331	emotional	Emotional_Melody_6.mid-3
332	emotional	Emotional_Melody_6.mid-4
333	emotional	Emotional_Melody_6.mid-5
334	emotional	Emotional_Melody_6.mid-6
335	emotional	Emotional_Melody_6.mid-7
336	emotional	Emotional_Melody_6.mid-8
337	emotional	Emotional_Melody_7.mid-1
338	emotional	Emotional_Melody_7.mid-2
339	emotional	Emotional_Melody_7.mid-3
340	emotional	Emotional_Melody_7.mid-4
341	emotional	Emotional_Melody_7.mid-5
342	emotional	Emotional_Melody_7.mid-6
343	emotional	Emotional_Melody_7.mid-7
344	emotional	Emotional_Melody_7.mid-8
345	emotional	Emotional_Melody_8.mid-1
346	emotional	Emotional_Melody_8.mid-2
347	emotional	Emotional_Melody_8.mid-3
348	emotional	Emotional_Melody_8.mid-4
349	emotional	Emotional_Melody_8.mid-5
350	emotional	Emotional_Melody_8.mid-6
351	emotional	Emotional_Melody_8.mid-7
352	emotional	Emotional_Melody_8.mid-8
353	emotional	Emotional_Melody_9.mid-1
354	emotional	Emotional_Melody_9.mid-2
355	emotional	Emotional_Melody_9.mid-3
356	emotional	Emotional_Melody_9.mid-4
357	emotional	Emotional_Melody_9.mid-5
358	emotional	Emotional_Melody_9.mid-6
359	emotional	Emotional_Melody_9.mid-7
360	emotional	Emotional_Melody_9.mid-8
361	emotional	Emotional_Melody_10.mid-1
362	emotional	Emotional_Melody_10.mid-2
363	emotional	Emotional_Melody_10.mid-3
364	emotional	Emotional_Melody_10.mid-4
365	emotional	Emotional_Melody_10.mid-5
366	emotional	Emotional_Melody_10.mid-6
367	emotional	Emotional_Melody_10.mid-7
368	emotional	Emotional_Melody_10.mid-8
369	emotional	Emotional_Melody_11.mid-1
370	emotional	Emotional_Melody_11.mid-2
371	emotional	Emotional_Melody_11.mid-3
372	emotional	Emotional_Melody_11.mid-4
373	emotional	Emotional_Melody_11.mid-5
374	emotional	Emotional_Melody_11.mid-6
375	emotional	Emotional_Melody_11.mid-7
376	emotional	Emotional_Melody_11.mid-8
377	emotional	Emotional_Melody_12.mid-1
378	emotional	Emotional_Melody_12.mid-2
379	emotional	Emotional_Melody_12.mid-3
380	emotional	Emotional_Melody_12.mid-4
381	emotional	Emotional_Melody_12.mid-5
382	emotional	Emotional_Melody_12.mid-6
383	emotional	Emotional_Melody_12.mid-7
384	emotional	Emotional_Melody_12.mid-8
385	emotional	Emotional_Melody_13.mid-1
386	emotional	Emotional_Melody_13.mid-2
387	emotional	Emotional_Melody_13.mid-3
388	emotional	Emotional_Melody_13.mid-4
389	emotional	Emotional_Melody_13.mid-5
390	emotional	Emotional_Melody_13.mid-6
391	emotional	Emotional_Melody_13.mid-7
392	emotional	Emotional_Melody_13.mid-8
393	emotional	Emotional_Melody_14.mid-1
394	emotional	Emotional_Melody_14.mid-2
395	emotional	Emotional_Melody_14.mid-3
396	emotional	Emotional_Melody_14.mid-4
397	emotional	Emotional_Melody_14.mid-5
398	emotional	Emotional_Melody_14.mid-6
399	emotional	Emotional_Melody_14.mid-7
400	emotional	Emotional_Melody_14.mid-8
401	emotional	Emotional_Melody_15.mid-1
402	emotional	Emotional_Melody_15.mid-2
403	emotional	Emotional_Melody_15.mid-3
404	emotional	Emotional_Melody_15.mid-4
405	emotional	Emotional_Melody_16.mid-1
406	emotional	Emotional_Melody_16.mid-2
407	emotional	Emotional_Melody_16.mid-3
408	emotional	Emotional_Melody_16.mid-4
409	emotional	Emotional_Melody_16.mid-5
410	emotional	Emotional_Melody_16.mid-6
411	emotional	Emotional_Melody_16.mid-7
412	emotional	Emotional_Melody_16.mid-8
413	emotional	Emotional_Melody_17.mid-1
414	emotional	Emotional_Melody_17.mid-2
415	emotional	Emotional_Melody_17.mid-3
416	emotional	Emotional_Melody_17.mid-4
417	emotional	Emotional_Melody_17.mid-5
418	emotional	Emotional_Melody_17.mid-6
419	emotional	Emotional_Melody_17.mid-7
420	emotional	Emotional_Melody_17.mid-8
421	emotional_mean	0
422	pop	Pop_Melody_1.mid-1
423	pop	Pop_Melody_1.mid-2
424	pop	Pop_Melody_1.mid-3
425	pop	Pop_Melody_1.mid-4
426	pop	Pop_Melody_2.mid-1
427	pop	Pop_Melody_2.mid-2
428	pop	Pop_Melody_2.mid-3
429	pop	Pop_Melody_2.mid-4
430	pop	Pop_Melody_3.mid-1
431	pop	Pop_Melody_3.mid-2
432	pop	Pop_Melody_3.mid-3
433	pop	Pop_Melody_3.mid-4
434	pop	Pop_Melody_4.mid-1
435	pop	Pop_Melody_4.mid-2
436	pop	Pop_Melody_4.mid-3
437	pop	Pop_Melody_4.mid-4
438	pop	Pop_Melody_4.mid-5
439	pop	Pop_Melody_4.mid-6
440	pop	Pop_Melody_4.mid-7
441	pop	Pop_Melody_4.mid-8
442	pop	Pop_Melody_5.mid-1
443	pop	Pop_Melody_5.mid-2
444	pop	Pop_Melody_5.mid-3
445	pop	Pop_Melody_5.mid-4
446	pop	Pop_Melody_5.mid-5
447	pop	Pop_Melody_5.mid-6
448	pop	Pop_Melody_5.mid-7
449	pop	Pop_Melody_5.mid-8
450	pop	Pop_Melody_6.mid-1
451	pop	Pop_Melody_6.mid-2
452	pop	Pop_Melody_6.mid-3
453	pop	Pop_Melody_6.mid-4
454	pop	Pop_Melody_6.mid-5
455	pop	Pop_Melody_6.mid-6
456	pop	Pop_Melody_6.mid-7
457	pop	Pop_Melody_6.mid-8
458	pop	Pop_Melody_7.mid-1
459	pop	Pop_Melody_7.mid-2
460	pop	Pop_Melody_7.mid-3
461	pop	Pop_Melody_7.mid-4
462	pop	Pop_Melody_7.mid-5
463	pop	Pop_Melody_7.mid-6
464	pop	Pop_Melody_7.mid-7
465	pop	Pop_Melody_7.mid-8
466	pop	Pop_Melody_8.mid-1
467	pop	Pop_Melody_8.mid-2
468	pop	Pop_Melody_8.mid-3
469	pop	Pop_Melody_8.mid-4
470	pop	Pop_Melody_8.mid-5
471	pop	Pop_Melody_8.mid-6
472	pop	Pop_Melody_8.mid-7
473	pop	Pop_Melody_8.mid-8
474	pop	Pop_Melody_9.mid-1
475	pop	Pop_Melody_9.mid-2
476	pop	Pop_Melody_9.mid-3
477	pop	Pop_Melody_9.mid-4
478	pop	Pop_Melody_10.mid-1
479	pop	Pop_Melody_10.mid-2
480	pop	Pop_Melody_10.mid-3
481	pop	Pop_Melody_10.mid-4
482	pop	Pop_Melody_11.mid-1
483	pop	Pop_Melody_11.mid-2
484	pop	Pop_Melody_11.mid-3
485	pop	Pop_Melody_11.mid-4
486	pop_mean	0
487	rnb	R&B_Melody_1.mid-1
488	rnb	R&B_Melody_1.mid-2
489	rnb	R&B_Melody_1.mid-3
490	rnb	R&B_Melody_1.mid-4
491	rnb	R&B_Melody_2.mid-1
492	rnb	R&B_Melody_2.mid-2
493	rnb	R&B_Melody_2.mid-3
494	rnb	R&B_Melody_2.mid-4
495	rnb	R&B_Melody_3.mid-1
496	rnb	R&B_Melody_3.mid-2
497	rnb	R&B_Melody_3.mid-3
498	rnb	R&B_Melody_3.mid-4
499	rnb	R&B_Melody_3.mid-5
500	rnb	R&B_Melody_4.mid-1
501	rnb	R&B_Melody_4.mid-2
502	rnb	R&B_Melody_4.mid-3
503	rnb	R&B_Melody_4.mid-4
504	rnb	R&B_Melody_4.mid-5
505	rnb	R&B_Melody_5.mid-1
506	rnb	R&B_Melody_5.mid-2
507	rnb	R&B_Melody_5.mid-3
508	rnb	R&B_Melody_5.mid-4
509	rnb	R&B_Melody_6.mid-1
510	rnb	R&B_Melody_6.mid-2
511	rnb	R&B_Melody_6.mid-3
512	rnb	R&B_Melody_6.mid-4
513	rnb	R&B_Melody_7.mid-1
514	rnb	R&B_Melody_7.mid-2
515	rnb	R&B_Melody_7.mid-3
516	rnb	R&B_Melody_7.mid-4
517	rnb	R&B_Melody_8.mid-1
518	rnb	R&B_Melody_8.mid-2
519	rnb	R&B_Melody_8.mid-3
520	rnb	R&B_Melody_8.mid-4
521	rnb	R&B_Melody_9.mid-1
522	rnb	R&B_Melody_9.mid-2
523	rnb	R&B_Melody_9.mid-3
524	rnb	R&B_Melody_9.mid-4
525	rnb	R&B_Melody_10.mid-1
526	rnb	R&B_Melody_10.mid-2
527	rnb	R&B_Melody_10.mid-3
528	rnb	R&B_Melody_10.mid-4
529	rnb	R&B_Melody_11.mid-1
530	rnb	R&B_Melody_11.mid-2
531	rnb	R&B_Melody_11.mid-3
532	rnb	R&B_Melody_11.mid-4
533	rnb	R&B_Melody_12.mid-1
534	rnb	R&B_Melody_12.mid-2
535	rnb	R&B_Melody_12.mid-3
536	rnb	R&B_Melody_12.mid-4
537	rnb	R&B_Melody_13.mid-1
538	rnb	R&B_Melody_13.mid-2
539	rnb	R&B_Melody_13.mid-3
540	rnb	R&B_Melody_13.mid-4
541	rnb	R&B_Melody_14.mid-1
542	rnb	R&B_Melody_14.mid-2
543	rnb	R&B_Melody_14.mid-3
544	rnb	R&B_Melody_14.mid-4
545	rnb_mean	0
