id	category	name
75	dark	Dark_Melody_11-1
76	dark	Dark_Melody_11-2
77	dark	Dark_Melody_12-1
78	dark	Dark_Melody_12-2
79	dark	Dark_Melody_13-1
80	dark	Dark_Melody_13-2
81	dark	Dark_Melody_13-3
82	dark	Dark_Melody_14-1
83	dark	Dark_Melody_14-2
84	dark	Dark_Melody_15-1
85	dark	Dark_Melody_15-2
86	dark	Dark_Melody_15-3
87	dark	Dark_Melody_15-4
88	dark	Dark_Melody_16-1
89	dark	Dark_Melody_16-2
90	dark	Dark_Melody_16-3
91	dark	Dark_Melody_16-4
92	dark	Dark_Melody_17-1
93	dark	Dark_Melody_17-2
94	dark	Dark_Melody_17-3
95	dark	Dark_Melody_17-4
96	dark	Dark_Melody_18-1
97	dark	Dark_Melody_18-2
98	dark	Dark_Melody_18-3
99	dark	Dark_Melody_18-4
100	dark	Dark_Melody_19-1
101	dark	Dark_Melody_19-2
102	dark	Dark_Melody_19-3
103	dark	Dark_Melody_19-4
104	dark	Dark_Melody_20-1
105	dark	Dark_Melody_20-2
106	dark	Dark_Melody_20-3
107	dark	Dark_Melody_20-4
108	dark_mean	0
109	edm	EDM_Melody_1-1
110	edm	EDM_Melody_1-2
111	edm	EDM_Melody_1-3
112	edm	EDM_Melody_1-4
113	edm	EDM_Melody_2-1
114	edm	EDM_Melody_2-2
115	edm	EDM_Melody_2-3
116	edm	EDM_Melody_2-4
117	edm	EDM_Melody_3-1
118	edm	EDM_Melody_3-2
119	edm	EDM_Melody_4-1
120	edm	EDM_Melody_4-2
121	edm	EDM_Melody_5-1
122	edm	EDM_Melody_5-2
123	edm	EDM_Melody_5-3
124	edm	EDM_Melody_5-4
125	edm	EDM_Melody_6-1
126	edm	EDM_Melody_6-2
127	edm	EDM_Melody_6-3
128	edm	EDM_Melody_6-4
129	edm	EDM_Melody_7-1
130	edm	EDM_Melody_7-2
131	edm	EDM_Melody_7-3
132	edm	EDM_Melody_8-1
133	edm	EDM_Melody_8-2
134	edm	EDM_Melody_8-3
135	edm	EDM_Melody_8-4
136	edm	EDM_Melody_9-1
137	edm	EDM_Melody_9-2
138	edm	EDM_Melody_9-3
139	edm	EDM_Melody_9-4
140	edm	EDM_Melody_10-1
141	edm	EDM_Melody_10-2
142	edm	EDM_Melody_10-3
143	edm	EDM_Melody_10-4
144	edm	EDM_Melody_10-5
145	edm	EDM_Melody_11-1
146	edm	EDM_Melody_11-2
147	edm	EDM_Melody_11-3
148	edm	EDM_Melody_11-4
149	edm_mean	0
150	emotional	Emotional_Melody_1-1
151	emotional	Emotional_Melody_1-2
152	emotional	Emotional_Melody_2-1
153	emotional	Emotional_Melody_2-2
154	emotional	Emotional_Melody_2-3
155	emotional	Emotional_Melody_2-4
156	emotional	Emotional_Melody_3-1
157	emotional	Emotional_Melody_3-2
158	emotional	Emotional_Melody_3-3
159	emotional	Emotional_Melody_3-4
160	emotional	Emotional_Melody_4-1
161	emotional	Emotional_Melody_4-2
162	emotional	Emotional_Melody_4-3
163	emotional	Emotional_Melody_4-4
164	emotional	Emotional_Melody_5-1
165	emotional	Emotional_Melody_5-2
166	emotional	Emotional_Melody_5-3
167	emotional	Emotional_Melody_5-4
168	emotional	Emotional_Melody_6-1
169	emotional	Emotional_Melody_6-2
170	emotional	Emotional_Melody_6-3
171	emotional	Emotional_Melody_6-4
172	emotional	Emotional_Melody_7-1
173	emotional	Emotional_Melody_7-2
174	emotional	Emotional_Melody_7-3
175	emotional	Emotional_Melody_7-4
176	emotional	Emotional_Melody_8-1
177	emotional	Emotional_Melody_8-2
178	emotional	Emotional_Melody_8-3
179	emotional	Emotional_Melody_8-4
180	emotional	Emotional_Melody_9-1
181	emotional	Emotional_Melody_9-2
182	emotional	Emotional_Melody_9-3
183	emotional	Emotional_Melody_9-4
184	emotional	Emotional_Melody_10-1
185	emotional	Emotional_Melody_10-2
186	emotional	Emotional_Melody_10-3
187	emotional	Emotional_Melody_10-4
188	emotional	Emotional_Melody_11-1
189	emotional	Emotional_Melody_11-2
190	emotional	Emotional_Melody_11-3
191	emotional	Emotional_Melody_11-4
192	emotional	Emotional_Melody_12-1
193	emotional	Emotional_Melody_12-2
194	emotional	Emotional_Melody_12-3
195	emotional	Emotional_Melody_12-4
196	emotional	Emotional_Melody_13-1
197	emotional	Emotional_Melody_13-2
198	emotional	Emotional_Melody_13-3
199	emotional	Emotional_Melody_13-4
200	emotional	Emotional_Melody_14-1
201	emotional	Emotional_Melody_14-2
202	emotional	Emotional_Melody_14-3
203	emotional	Emotional_Melody_14-4
204	emotional	Emotional_Melody_15-1
205	emotional	Emotional_Melody_15-2
206	emotional	Emotional_Melody_16-1
207	emotional	Emotional_Melody_16-2
208	emotional	Emotional_Melody_16-3
209	emotional	Emotional_Melody_16-4
210	emotional	Emotional_Melody_17-1
211	emotional	Emotional_Melody_17-2
212	emotional	Emotional_Melody_17-3
213	emotional	Emotional_Melody_17-4
214	emotional_mean	0
215	pop	Pop_Melody_1-1
216	pop	Pop_Melody_1-2
217	pop	Pop_Melody_2-1
218	pop	Pop_Melody_2-2
219	pop	Pop_Melody_3-1
220	pop	Pop_Melody_3-2
221	pop	Pop_Melody_4-1
222	pop	Pop_Melody_4-2
223	pop	Pop_Melody_4-3
224	pop	Pop_Melody_4-4
225	pop	Pop_Melody_5-1
226	pop	Pop_Melody_5-2
227	pop	Pop_Melody_5-3
228	pop	Pop_Melody_5-4
229	pop	Pop_Melody_6-1
230	pop	Pop_Melody_6-2
231	pop	Pop_Melody_6-3
232	pop	Pop_Melody_6-4
233	pop	Pop_Melody_7-1
234	pop	Pop_Melody_7-2
235	pop	Pop_Melody_7-3
236	pop	Pop_Melody_7-4
237	pop	Pop_Melody_8-1
238	pop	Pop_Melody_8-2
239	pop	Pop_Melody_8-3
240	pop	Pop_Melody_8-4
241	pop	Pop_Melody_9-1
242	pop	Pop_Melody_9-2
243	pop	Pop_Melody_10-1
244	pop	Pop_Melody_10-2
245	pop	Pop_Melody_11-1
246	pop	Pop_Melody_11-2
247	pop_mean	0
248	rnb	R&B_Melody_1-1
249	rnb	R&B_Melody_1-2
250	rnb	R&B_Melody_2-1
251	rnb	R&B_Melody_2-2
252	rnb	R&B_Melody_3-1
253	rnb	R&B_Melody_3-2
254	rnb	R&B_Melody_3-3
255	rnb	R&B_Melody_4-1
256	rnb	R&B_Melody_4-2
257	rnb	R&B_Melody_4-3
258	rnb	R&B_Melody_5-1
259	rnb	R&B_Melody_5-2
260	rnb	R&B_Melody_6-1
261	rnb	R&B_Melody_6-2
262	rnb	R&B_Melody_7-1
263	rnb	R&B_Melody_7-2
264	rnb	R&B_Melody_8-1
265	rnb	R&B_Melody_8-2
266	rnb	R&B_Melody_9-1
267	rnb	R&B_Melody_9-2
268	rnb	R&B_Melody_10-1
269	rnb	R&B_Melody_10-2
270	rnb	R&B_Melody_11-1
271	rnb	R&B_Melody_11-2
272	rnb	R&B_Melody_12-1
273	rnb	R&B_Melody_12-2
274	rnb	R&B_Melody_13-1
275	rnb	R&B_Melody_13-2
276	rnb	R&B_Melody_14-1
277	rnb	R&B_Melody_14-2
278	rnb_mean	0
